order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,city,product_id,category,sub_category,product_name,sales,quantity,discount,profit
ORD-81656,2024-10-26,2024-10-31,Second Class,CUST-7102,Customer 687,Consumer,South,Sample State,Sample City,PROD-Tec-7322,Technology,Phones,Phones Product 41,262.55,1,0.5,43.98
ORD-93844,2023-03-05,2023-03-11,Standard Class,CUST-7021,Customer 693,Consumer,West,Sample State,Sample City,PROD-Off-1862,Office Supplies,Appliances,Appliances Product 17,166.58,2,0.0,55.06
ORD-19212,2021-01-29,2021-02-04,First Class,CUST-7999,Customer 155,Consumer,East,Sample State,Sample City,PROD-Tec-2470,Technology,Phones,Phones Product 52,3974.58,5,0.5,1391.34
ORD-11705,2021-05-29,2021-06-02,Same Day,CUST-9096,Customer 332,Home Office,East,Sample State,Sample City,PROD-Tec-2315,Technology,Accessories,Accessories Product 66,806.62,9,0.0,198.44
ORD-37384,2024-08-12,2024-08-15,Second Class,CUST-1124,Customer 514,Corporate,North,Sample State,Sample City,PROD-Tec-5807,Technology,Machines,Machines Product 51,2719.14,14,0.0,403.62
ORD-34806,2021-01-11,2021-01-15,Same Day,CUST-4573,Customer 982,Home Office,South,Sample State,Sample City,PROD-Off-6625,Office Supplies,Art,Art Product 2,413.24,14,0.0,120.23
ORD-53898,2022-11-07,2022-11-13,Same Day,CUST-3504,Customer 986,Consumer,East,Sample State,Sample City,PROD-Fur-9903,Furniture,Bookcases,Bookcases Product 33,4486.04,14,0.0,-667.17
ORD-71166,2024-02-11,2024-02-14,Standard Class,CUST-2091,Customer 700,Consumer,South,Sample State,Sample City,PROD-Tec-3178,Technology,Machines,Machines Product 93,3311.09,14,0.2,984.37
ORD-80030,2021-07-06,2021-07-10,Same Day,CUST-3221,Customer 45,Home Office,West,Sample State,Sample City,PROD-Fur-4212,Furniture,Bookcases,Bookcases Product 27,3348.91,1,0.2,-637.48
ORD-43043,2023-03-18,2023-03-22,First Class,CUST-1809,Customer 655,Consumer,South,Sample State,Sample City,PROD-Fur-4978,Furniture,Bookcases,Bookcases Product 94,3812.98,13,0.1,1484.61
ORD-86939,2023-01-14,2023-01-17,Second Class,CUST-7447,Customer 296,Corporate,East,Sample State,Sample City,PROD-Fur-9791,Furniture,Tables,Tables Product 43,1267.96,7,0.0,-44.57
ORD-76107,2024-06-04,2024-06-08,Same Day,CUST-7609,Customer 402,Corporate,East,Sample State,Sample City,PROD-Fur-1170,Furniture,Furnishings,Furnishings Product 32,2763.37,7,0.0,606.25
ORD-23133,2024-08-26,2024-08-29,Standard Class,CUST-6301,Customer 505,Corporate,East,Sample State,Sample City,PROD-Tec-6193,Technology,Copiers,Copiers Product 90,3152.75,2,0.0,830.09
ORD-26923,2021-04-08,2021-04-11,First Class,CUST-5438,Customer 430,Home Office,North,Sample State,Sample City,PROD-Tec-4537,Technology,Accessories,Accessories Product 79,2573.24,1,0.0,515.56
ORD-40158,2021-02-24,2021-02-27,Second Class,CUST-8340,Customer 679,Corporate,North,Sample State,Sample City,PROD-Fur-3549,Furniture,Bookcases,Bookcases Product 65,79.76,3,0.3,-5.73
ORD-33814,2022-09-15,2022-09-19,First Class,CUST-7806,Customer 858,Home Office,South,Sample State,Sample City,PROD-Off-5104,Office Supplies,Art,Art Product 46,3452.67,3,0.0,43.83
ORD-21932,2022-10-26,2022-11-01,First Class,CUST-7327,Customer 208,Corporate,East,Sample State,Sample City,PROD-Off-2002,Office Supplies,Appliances,Appliances Product 71,2978.09,1,0.0,-544.43
ORD-70661,2023-01-28,2023-01-30,Same Day,CUST-7453,Customer 561,Corporate,South,Sample State,Sample City,PROD-Tec-1031,Technology,Accessories,Accessories Product 41,4521.37,4,0.3,1571.53
ORD-42078,2022-02-10,2022-02-16,Standard Class,CUST-9638,Customer 348,Corporate,East,Sample State,Sample City,PROD-Tec-3579,Technology,Machines,Machines Product 33,2909.27,7,0.0,224.63
ORD-31310,2021-03-10,2021-03-16,Same Day,CUST-1741,Customer 335,Home Office,West,Sample State,Sample City,PROD-Tec-7444,Technology,Copiers,Copiers Product 14,256.9,10,0.3,46.75
ORD-57470,2024-08-28,2024-09-01,First Class,CUST-2944,Customer 96,Home Office,North,Sample State,Sample City,PROD-Tec-6973,Technology,Machines,Machines Product 8,1941.2,1,0.1,-99.75
ORD-21009,2024-08-05,2024-08-09,Standard Class,CUST-3171,Customer 260,Consumer,South,Sample State,Sample City,PROD-Tec-8278,Technology,Machines,Machines Product 34,3350.66,12,0.3,983.27
ORD-48052,2023-01-21,2023-01-24,Same Day,CUST-8940,Customer 692,Home Office,East,Sample State,Sample City,PROD-Tec-1333,Technology,Phones,Phones Product 2,495.15,1,0.0,-92.3
ORD-34172,2024-03-17,2024-03-23,First Class,CUST-4366,Customer 432,Home Office,North,Sample State,Sample City,PROD-Tec-7180,Technology,Phones,Phones Product 60,4294.64,10,0.0,1012.28
ORD-12583,2024-06-21,2024-06-27,First Class,CUST-4055,Customer 658,Home Office,West,Sample State,Sample City,PROD-Fur-4951,Furniture,Chairs,Chairs Product 4,396.34,5,0.5,-64.01
ORD-44754,2023-08-16,2023-08-18,Same Day,CUST-1701,Customer 570,Home Office,West,Sample State,Sample City,PROD-Fur-4786,Furniture,Chairs,Chairs Product 80,977.96,12,0.0,102.64
ORD-64697,2021-12-31,2022-01-06,Same Day,CUST-3940,Customer 42,Consumer,South,Sample State,Sample City,PROD-Tec-7884,Technology,Machines,Machines Product 19,3233.89,13,0.0,723.18
ORD-38436,2022-04-27,2022-05-03,Second Class,CUST-5125,Customer 535,Consumer,West,Sample State,Sample City,PROD-Tec-9766,Technology,Machines,Machines Product 93,4180.61,5,0.5,1537.59
ORD-52448,2021-07-20,2021-07-24,Second Class,CUST-6958,Customer 411,Corporate,South,Sample State,Sample City,PROD-Tec-9670,Technology,Accessories,Accessories Product 15,4903.25,13,0.5,1001.21
ORD-92209,2021-06-03,2021-06-08,Second Class,CUST-7886,Customer 935,Corporate,West,Sample State,Sample City,PROD-Tec-3183,Technology,Phones,Phones Product 15,160.06,12,0.0,-25.62
ORD-41696,2021-03-14,2021-03-20,Same Day,CUST-1078,Customer 558,Home Office,West,Sample State,Sample City,PROD-Tec-8967,Technology,Copiers,Copiers Product 32,2151.57,10,0.0,803.13
ORD-12673,2022-12-14,2022-12-19,Same Day,CUST-2718,Customer 385,Consumer,South,Sample State,Sample City,PROD-Tec-4778,Technology,Accessories,Accessories Product 49,4146.02,10,0.3,487.34
ORD-43067,2021-10-23,2021-10-27,First Class,CUST-4963,Customer 592,Corporate,South,Sample State,Sample City,PROD-Off-4695,Office Supplies,Labels,Labels Product 25,1545.69,13,0.0,304.21
ORD-68147,2023-11-07,2023-11-12,First Class,CUST-4366,Customer 845,Home Office,West,Sample State,Sample City,PROD-Tec-4162,Technology,Accessories,Accessories Product 31,4858.15,13,0.0,1889.48
ORD-93725,2024-05-25,2024-05-28,Standard Class,CUST-6310,Customer 357,Consumer,South,Sample State,Sample City,PROD-Off-1448,Office Supplies,Appliances,Appliances Product 68,3719.5,10,0.0,498.28
ORD-38401,2021-03-02,2021-03-08,Same Day,CUST-6515,Customer 667,Consumer,South,Sample State,Sample City,PROD-Off-1367,Office Supplies,Art,Art Product 58,1488.55,8,0.2,517.22
ORD-64093,2023-07-28,2023-08-02,Second Class,CUST-3446,Customer 957,Home Office,South,Sample State,Sample City,PROD-Fur-9628,Furniture,Bookcases,Bookcases Product 62,2770.65,1,0.2,580.82
ORD-65535,2021-02-11,2021-02-15,First Class,CUST-2489,Customer 296,Home Office,East,Sample State,Sample City,PROD-Off-8690,Office Supplies,Storage,Storage Product 81,2638.69,7,0.5,-106.37
ORD-72248,2021-01-25,2021-01-27,Second Class,CUST-3784,Customer 174,Corporate,East,Sample State,Sample City,PROD-Fur-6766,Furniture,Chairs,Chairs Product 12,4012.56,3,0.0,1174.78
ORD-30733,2023-11-29,2023-12-03,First Class,CUST-6456,Customer 342,Corporate,East,Sample State,Sample City,PROD-Off-5179,Office Supplies,Appliances,Appliances Product 72,1862.46,11,0.1,124.32
ORD-74260,2021-05-11,2021-05-15,Second Class,CUST-8038,Customer 406,Consumer,South,Sample State,Sample City,PROD-Off-9102,Office Supplies,Art,Art Product 10,108.8,5,0.0,22.44
ORD-44486,2024-06-06,2024-06-12,Same Day,CUST-1125,Customer 687,Corporate,East,Sample State,Sample City,PROD-Tec-3934,Technology,Copiers,Copiers Product 28,4793.3,2,0.0,-894.75
ORD-89837,2021-04-18,2021-04-24,First Class,CUST-9218,Customer 227,Consumer,North,Sample State,Sample City,PROD-Off-5113,Office Supplies,Art,Art Product 77,2637.33,3,0.0,976.42
ORD-61940,2021-06-21,2021-06-24,First Class,CUST-3976,Customer 132,Corporate,South,Sample State,Sample City,PROD-Tec-1203,Technology,Phones,Phones Product 31,1827.98,6,0.5,-41.11
ORD-88694,2024-12-29,2025-01-03,Same Day,CUST-5175,Customer 619,Home Office,South,Sample State,Sample City,PROD-Off-2367,Office Supplies,Labels,Labels Product 58,4369.71,4,0.1,1030.74
ORD-37100,2021-04-12,2021-04-18,Standard Class,CUST-8255,Customer 615,Corporate,South,Sample State,Sample City,PROD-Tec-8104,Technology,Copiers,Copiers Product 60,4973.32,10,0.1,535.14
ORD-28050,2023-05-16,2023-05-18,Same Day,CUST-3200,Customer 893,Home Office,South,Sample State,Sample City,PROD-Off-1983,Office Supplies,Appliances,Appliances Product 96,2164.59,9,0.0,-377.81
ORD-53375,2022-06-08,2022-06-12,First Class,CUST-2883,Customer 726,Home Office,North,Sample State,Sample City,PROD-Tec-9338,Technology,Machines,Machines Product 53,4411.43,6,0.0,-619.38
ORD-83098,2021-10-02,2021-10-07,Second Class,CUST-7704,Customer 864,Consumer,North,Sample State,Sample City,PROD-Off-4064,Office Supplies,Paper,Paper Product 47,2223.52,1,0.0,99.43
ORD-92990,2023-12-04,2023-12-08,First Class,CUST-6146,Customer 981,Consumer,East,Sample State,Sample City,PROD-Tec-5022,Technology,Copiers,Copiers Product 17,3954.86,13,0.5,70.82
ORD-87702,2023-03-28,2023-03-31,First Class,CUST-2414,Customer 297,Corporate,South,Sample State,Sample City,PROD-Tec-7115,Technology,Copiers,Copiers Product 55,1316.29,14,0.2,306.08
ORD-18048,2023-08-15,2023-08-19,Standard Class,CUST-7490,Customer 302,Corporate,South,Sample State,Sample City,PROD-Tec-9538,Technology,Machines,Machines Product 24,4676.09,9,0.1,1379.26
ORD-22105,2023-11-07,2023-11-12,First Class,CUST-4868,Customer 290,Home Office,South,Sample State,Sample City,PROD-Fur-6433,Furniture,Chairs,Chairs Product 85,4928.47,11,0.0,1528.89
ORD-36863,2021-11-26,2021-12-01,Second Class,CUST-5797,Customer 583,Consumer,North,Sample State,Sample City,PROD-Tec-8526,Technology,Phones,Phones Product 5,2478.22,1,0.0,782.42
ORD-62463,2021-01-12,2021-01-18,First Class,CUST-4319,Customer 482,Home Office,South,Sample State,Sample City,PROD-Fur-8169,Furniture,Furnishings,Furnishings Product 74,2885.78,1,0.1,-564.35
ORD-53953,2024-09-03,2024-09-08,First Class,CUST-5075,Customer 293,Corporate,North,Sample State,Sample City,PROD-Fur-9924,Furniture,Tables,Tables Product 23,465.3,13,0.0,120.76
ORD-35247,2021-08-04,2021-08-06,Same Day,CUST-3156,Customer 238,Consumer,North,Sample State,Sample City,PROD-Off-5923,Office Supplies,Appliances,Appliances Product 59,3496.09,2,0.0,-129.18
ORD-16900,2021-12-05,2021-12-07,Standard Class,CUST-8333,Customer 504,Corporate,East,Sample State,Sample City,PROD-Fur-7221,Furniture,Furnishings,Furnishings Product 79,3541.2,12,0.0,-260.16
ORD-63179,2022-10-23,2022-10-26,Standard Class,CUST-3514,Customer 932,Home Office,West,Sample State,Sample City,PROD-Tec-4656,Technology,Accessories,Accessories Product 8,3748.45,12,0.5,830.82
ORD-89486,2024-01-10,2024-01-12,Second Class,CUST-1651,Customer 27,Corporate,South,Sample State,Sample City,PROD-Fur-5742,Furniture,Tables,Tables Product 61,4096.97,1,0.1,1112.42
ORD-28064,2022-01-09,2022-01-13,First Class,CUST-3057,Customer 674,Corporate,North,Sample State,Sample City,PROD-Off-3563,Office Supplies,Storage,Storage Product 96,1221.72,1,0.2,-45.31
ORD-77178,2023-09-03,2023-09-09,Standard Class,CUST-1531,Customer 149,Home Office,South,Sample State,Sample City,PROD-Fur-2035,Furniture,Bookcases,Bookcases Product 92,2553.65,13,0.0,-389.91
ORD-14840,2022-12-11,2022-12-13,Second Class,CUST-5070,Customer 580,Corporate,North,Sample State,Sample City,PROD-Off-6922,Office Supplies,Art,Art Product 88,693.89,4,0.0,51.5
ORD-62384,2024-05-08,2024-05-14,Second Class,CUST-6500,Customer 765,Home Office,North,Sample State,Sample City,PROD-Fur-1591,Furniture,Bookcases,Bookcases Product 57,1644.11,11,0.0,30.02
ORD-91210,2022-04-11,2022-04-15,Same Day,CUST-5986,Customer 578,Consumer,West,Sample State,Sample City,PROD-Off-3181,Office Supplies,Storage,Storage Product 65,1942.24,4,0.0,693.16
ORD-44139,2024-01-18,2024-01-22,First Class,CUST-1039,Customer 250,Corporate,South,Sample State,Sample City,PROD-Tec-5274,Technology,Accessories,Accessories Product 39,2828.0,12,0.1,1093.98
ORD-71913,2024-07-15,2024-07-21,Standard Class,CUST-1318,Customer 555,Home Office,West,Sample State,Sample City,PROD-Tec-1728,Technology,Machines,Machines Product 8,4266.22,1,0.3,168.7
ORD-22657,2022-05-04,2022-05-09,Same Day,CUST-6107,Customer 611,Corporate,West,Sample State,Sample City,PROD-Off-3156,Office Supplies,Labels,Labels Product 92,3915.59,11,0.0,-492.52
ORD-72612,2021-02-16,2021-02-19,Same Day,CUST-4172,Customer 730,Home Office,East,Sample State,Sample City,PROD-Tec-9185,Technology,Machines,Machines Product 29,2169.64,10,0.2,-24.15
ORD-42401,2024-08-04,2024-08-10,Same Day,CUST-1774,Customer 873,Corporate,East,Sample State,Sample City,PROD-Off-9885,Office Supplies,Art,Art Product 31,836.11,11,0.1,26.12
ORD-44484,2023-02-17,2023-02-21,Standard Class,CUST-7780,Customer 260,Consumer,South,Sample State,Sample City,PROD-Fur-2378,Furniture,Furnishings,Furnishings Product 86,2952.87,7,0.0,527.1
ORD-68956,2023-11-06,2023-11-10,Standard Class,CUST-1247,Customer 283,Home Office,East,Sample State,Sample City,PROD-Tec-4741,Technology,Machines,Machines Product 18,1814.16,13,0.0,309.54
ORD-22466,2022-12-12,2022-12-18,First Class,CUST-1393,Customer 692,Corporate,West,Sample State,Sample City,PROD-Fur-5690,Furniture,Tables,Tables Product 11,3579.7,14,0.0,897.57
ORD-65878,2022-02-05,2022-02-11,Same Day,CUST-5071,Customer 904,Corporate,South,Sample State,Sample City,PROD-Off-6605,Office Supplies,Appliances,Appliances Product 54,3056.27,10,0.0,176.53
ORD-96488,2023-09-08,2023-09-12,Second Class,CUST-4459,Customer 98,Home Office,West,Sample State,Sample City,PROD-Tec-6109,Technology,Copiers,Copiers Product 56,1696.6,1,0.0,-189.83
ORD-24867,2024-01-15,2024-01-19,Second Class,CUST-8423,Customer 617,Corporate,South,Sample State,Sample City,PROD-Fur-6492,Furniture,Bookcases,Bookcases Product 51,4890.01,1,0.0,1027.31
ORD-46389,2021-09-07,2021-09-13,Same Day,CUST-5513,Customer 840,Home Office,North,Sample State,Sample City,PROD-Off-8661,Office Supplies,Paper,Paper Product 69,4439.42,14,0.2,1331.55
ORD-40639,2022-01-26,2022-01-30,First Class,CUST-7998,Customer 799,Consumer,North,Sample State,Sample City,PROD-Tec-4015,Technology,Copiers,Copiers Product 56,2372.81,9,0.0,559.38
ORD-44626,2021-12-01,2021-12-05,Standard Class,CUST-3945,Customer 262,Home Office,North,Sample State,Sample City,PROD-Fur-6429,Furniture,Tables,Tables Product 88,4482.86,13,0.0,-460.46
ORD-72848,2022-09-21,2022-09-25,First Class,CUST-3398,Customer 28,Home Office,South,Sample State,Sample City,PROD-Fur-2898,Furniture,Bookcases,Bookcases Product 5,4593.53,5,0.2,1281.77
ORD-53034,2021-05-17,2021-05-22,Standard Class,CUST-9280,Customer 619,Consumer,East,Sample State,Sample City,PROD-Off-9313,Office Supplies,Appliances,Appliances Product 98,3648.38,6,0.0,1264.9
ORD-51206,2023-06-02,2023-06-06,Second Class,CUST-3959,Customer 180,Corporate,West,Sample State,Sample City,PROD-Fur-3023,Furniture,Tables,Tables Product 98,1590.2,14,0.3,188.37
ORD-98373,2022-11-19,2022-11-23,First Class,CUST-3057,Customer 829,Consumer,South,Sample State,Sample City,PROD-Fur-3941,Furniture,Tables,Tables Product 29,2161.61,3,0.5,361.87
ORD-33115,2023-04-07,2023-04-10,First Class,CUST-8493,Customer 338,Corporate,North,Sample State,Sample City,PROD-Tec-6006,Technology,Accessories,Accessories Product 40,2452.44,6,0.1,210.58
ORD-84607,2022-12-28,2022-12-30,Standard Class,CUST-1166,Customer 16,Consumer,South,Sample State,Sample City,PROD-Fur-9303,Furniture,Bookcases,Bookcases Product 82,243.37,2,0.0,90.56
ORD-58643,2022-08-17,2022-08-19,Second Class,CUST-1280,Customer 351,Corporate,West,Sample State,Sample City,PROD-Off-3808,Office Supplies,Paper,Paper Product 12,2056.92,8,0.0,-332.81
ORD-73829,2024-05-31,2024-06-03,First Class,CUST-1077,Customer 112,Home Office,West,Sample State,Sample City,PROD-Tec-4187,Technology,Phones,Phones Product 14,1283.46,14,0.0,188.05
ORD-28043,2023-09-17,2023-09-23,Same Day,CUST-4062,Customer 125,Home Office,West,Sample State,Sample City,PROD-Fur-9710,Furniture,Chairs,Chairs Product 23,615.9,2,0.0,242.49
ORD-48389,2022-01-07,2022-01-13,Same Day,CUST-5969,Customer 553,Home Office,South,Sample State,Sample City,PROD-Off-9333,Office Supplies,Appliances,Appliances Product 88,2701.1,5,0.0,125.29
ORD-60486,2023-07-24,2023-07-26,Same Day,CUST-1384,Customer 53,Consumer,East,Sample State,Sample City,PROD-Tec-4254,Technology,Copiers,Copiers Product 61,2344.27,9,0.0,83.77
ORD-32614,2023-09-22,2023-09-25,Standard Class,CUST-5978,Customer 289,Consumer,West,Sample State,Sample City,PROD-Fur-7534,Furniture,Tables,Tables Product 97,2687.31,5,0.2,-345.63
ORD-96333,2022-02-06,2022-02-10,Second Class,CUST-4348,Customer 597,Corporate,West,Sample State,Sample City,PROD-Off-7836,Office Supplies,Paper,Paper Product 21,2932.35,9,0.0,-213.4
ORD-67254,2022-09-07,2022-09-10,First Class,CUST-1717,Customer 413,Consumer,South,Sample State,Sample City,PROD-Tec-4255,Technology,Copiers,Copiers Product 31,1640.35,6,0.0,-76.29
ORD-75480,2024-07-20,2024-07-24,Standard Class,CUST-2949,Customer 81,Home Office,East,Sample State,Sample City,PROD-Off-9971,Office Supplies,Storage,Storage Product 33,2949.3,11,0.0,512.04
ORD-74994,2024-03-28,2024-04-03,First Class,CUST-9868,Customer 981,Consumer,North,Sample State,Sample City,PROD-Off-3704,Office Supplies,Binders,Binders Product 43,2628.74,2,0.1,749.18
ORD-88966,2024-03-21,2024-03-27,Same Day,CUST-7935,Customer 221,Corporate,North,Sample State,Sample City,PROD-Off-3270,Office Supplies,Labels,Labels Product 37,3859.19,12,0.2,451.1
ORD-71156,2023-09-22,2023-09-24,First Class,CUST-4463,Customer 540,Consumer,East,Sample State,Sample City,PROD-Off-9608,Office Supplies,Art,Art Product 53,3879.72,6,0.0,65.46
ORD-42229,2022-09-12,2022-09-16,Standard Class,CUST-6491,Customer 959,Home Office,South,Sample State,Sample City,PROD-Off-6156,Office Supplies,Binders,Binders Product 14,1313.56,5,0.0,156.42
ORD-15378,2021-07-07,2021-07-11,Second Class,CUST-7444,Customer 865,Consumer,East,Sample State,Sample City,PROD-Tec-4727,Technology,Machines,Machines Product 79,1461.61,11,0.0,486.91
ORD-18174,2024-01-27,2024-02-02,First Class,CUST-3714,Customer 903,Home Office,South,Sample State,Sample City,PROD-Fur-1338,Furniture,Tables,Tables Product 81,2185.92,14,0.0,-35.85
ORD-34394,2021-05-11,2021-05-14,Same Day,CUST-7476,Customer 965,Consumer,North,Sample State,Sample City,PROD-Fur-3610,Furniture,Tables,Tables Product 42,4214.21,8,0.1,-545.47
ORD-73534,2023-03-16,2023-03-22,Standard Class,CUST-7511,Customer 6,Home Office,North,Sample State,Sample City,PROD-Off-7672,Office Supplies,Labels,Labels Product 15,432.62,11,0.1,96.47
ORD-74642,2024-04-09,2024-04-12,Second Class,CUST-2742,Customer 601,Corporate,East,Sample State,Sample City,PROD-Off-7386,Office Supplies,Binders,Binders Product 79,2433.2,5,0.0,895.11
ORD-31310,2023-07-25,2023-07-29,Same Day,CUST-7929,Customer 133,Corporate,South,Sample State,Sample City,PROD-Off-4864,Office Supplies,Labels,Labels Product 44,3740.88,11,0.3,-642.14
ORD-59781,2023-09-13,2023-09-15,First Class,CUST-2834,Customer 818,Home Office,West,Sample State,Sample City,PROD-Fur-6000,Furniture,Tables,Tables Product 36,631.25,14,0.3,-6.39
ORD-45925,2021-07-02,2021-07-06,Same Day,CUST-1956,Customer 787,Consumer,South,Sample State,Sample City,PROD-Tec-7138,Technology,Machines,Machines Product 51,1983.74,13,0.0,-181.47
ORD-54863,2023-09-10,2023-09-12,Standard Class,CUST-3329,Customer 651,Home Office,South,Sample State,Sample City,PROD-Fur-4026,Furniture,Bookcases,Bookcases Product 93,2546.46,11,0.0,-242.21
ORD-99998,2021-12-30,2022-01-01,First Class,CUST-6585,Customer 794,Corporate,West,Sample State,Sample City,PROD-Tec-9058,Technology,Machines,Machines Product 44,1317.85,5,0.5,-50.75
ORD-24099,2021-02-08,2021-02-12,First Class,CUST-9011,Customer 432,Home Office,North,Sample State,Sample City,PROD-Off-9175,Office Supplies,Storage,Storage Product 68,533.08,6,0.0,-77.2
ORD-43158,2022-05-12,2022-05-16,First Class,CUST-9672,Customer 777,Consumer,North,Sample State,Sample City,PROD-Fur-4256,Furniture,Furnishings,Furnishings Product 45,823.7,7,0.2,-97.82
ORD-50916,2024-10-04,2024-10-07,First Class,CUST-4620,Customer 392,Consumer,East,Sample State,Sample City,PROD-Tec-4709,Technology,Phones,Phones Product 92,2615.2,10,0.0,-455.82
ORD-94943,2023-09-09,2023-09-12,Standard Class,CUST-1683,Customer 388,Consumer,East,Sample State,Sample City,PROD-Off-9808,Office Supplies,Art,Art Product 26,3025.97,5,0.2,971.78
ORD-14666,2023-07-10,2023-07-16,Same Day,CUST-8255,Customer 849,Consumer,West,Sample State,Sample City,PROD-Tec-2939,Technology,Copiers,Copiers Product 17,3792.4,13,0.3,210.44
ORD-87530,2024-11-21,2024-11-26,First Class,CUST-4045,Customer 980,Corporate,East,Sample State,Sample City,PROD-Tec-1257,Technology,Copiers,Copiers Product 4,298.68,1,0.3,-51.35
ORD-10234,2022-12-23,2022-12-27,Same Day,CUST-4207,Customer 445,Consumer,East,Sample State,Sample City,PROD-Fur-6089,Furniture,Bookcases,Bookcases Product 19,3319.77,6,0.1,874.11
ORD-59185,2024-03-30,2024-04-01,First Class,CUST-4032,Customer 832,Consumer,East,Sample State,Sample City,PROD-Off-2110,Office Supplies,Art,Art Product 82,1018.69,9,0.3,-30.87
ORD-71353,2021-01-16,2021-01-18,First Class,CUST-5263,Customer 231,Corporate,South,Sample State,Sample City,PROD-Off-8717,Office Supplies,Labels,Labels Product 2,1708.93,14,0.0,-314.29
ORD-41247,2022-05-08,2022-05-13,Same Day,CUST-7208,Customer 429,Corporate,North,Sample State,Sample City,PROD-Fur-3753,Furniture,Bookcases,Bookcases Product 86,376.16,2,0.2,-26.37
ORD-97498,2024-12-20,2024-12-25,First Class,CUST-8764,Customer 711,Corporate,East,Sample State,Sample City,PROD-Off-5442,Office Supplies,Labels,Labels Product 59,4291.81,6,0.0,1435.51
ORD-43351,2024-02-06,2024-02-12,Same Day,CUST-8695,Customer 402,Home Office,East,Sample State,Sample City,PROD-Fur-4995,Furniture,Furnishings,Furnishings Product 82,4829.46,3,0.0,1679.34
ORD-64986,2023-06-13,2023-06-16,Second Class,CUST-7687,Customer 502,Home Office,West,Sample State,Sample City,PROD-Off-8428,Office Supplies,Appliances,Appliances Product 3,3201.92,1,0.0,438.04
ORD-59504,2021-11-07,2021-11-13,Standard Class,CUST-2302,Customer 582,Home Office,West,Sample State,Sample City,PROD-Off-8521,Office Supplies,Paper,Paper Product 14,1101.17,13,0.0,239.96
ORD-45587,2023-01-09,2023-01-14,Same Day,CUST-9077,Customer 759,Home Office,North,Sample State,Sample City,PROD-Fur-3489,Furniture,Furnishings,Furnishings Product 65,2519.64,7,0.2,621.97
ORD-43779,2024-04-08,2024-04-11,Standard Class,CUST-4027,Customer 322,Corporate,North,Sample State,Sample City,PROD-Tec-3173,Technology,Phones,Phones Product 57,972.54,2,0.2,176.55
ORD-83226,2022-06-30,2022-07-05,Standard Class,CUST-8667,Customer 271,Home Office,North,Sample State,Sample City,PROD-Tec-4110,Technology,Machines,Machines Product 24,4124.83,7,0.3,1231.05
ORD-34227,2022-02-18,2022-02-24,First Class,CUST-5016,Customer 311,Consumer,West,Sample State,Sample City,PROD-Tec-9722,Technology,Accessories,Accessories Product 95,2053.51,10,0.5,274.01
ORD-90195,2021-09-08,2021-09-14,Standard Class,CUST-3134,Customer 359,Home Office,North,Sample State,Sample City,PROD-Fur-3244,Furniture,Chairs,Chairs Product 72,1558.55,1,0.3,175.37
ORD-82649,2023-01-29,2023-02-01,Standard Class,CUST-6601,Customer 365,Consumer,South,Sample State,Sample City,PROD-Fur-5367,Furniture,Bookcases,Bookcases Product 8,3287.99,3,0.1,528.31
ORD-60004,2024-03-10,2024-03-14,Second Class,CUST-7377,Customer 688,Corporate,East,Sample State,Sample City,PROD-Tec-9114,Technology,Phones,Phones Product 45,3168.78,13,0.0,1229.11
ORD-13498,2024-07-21,2024-07-27,First Class,CUST-6870,Customer 285,Consumer,North,Sample State,Sample City,PROD-Tec-1717,Technology,Phones,Phones Product 74,2632.46,11,0.0,748.36
ORD-19642,2024-12-10,2024-12-13,Second Class,CUST-8035,Customer 389,Home Office,East,Sample State,Sample City,PROD-Off-1531,Office Supplies,Art,Art Product 92,2922.17,2,0.0,-30.75
ORD-87780,2023-11-29,2023-12-05,Standard Class,CUST-1400,Customer 988,Home Office,West,Sample State,Sample City,PROD-Fur-4991,Furniture,Chairs,Chairs Product 71,1179.25,9,0.1,-134.09
ORD-45386,2023-03-25,2023-03-29,Same Day,CUST-7629,Customer 460,Home Office,South,Sample State,Sample City,PROD-Tec-9902,Technology,Accessories,Accessories Product 99,3850.32,10,0.2,1431.71
ORD-77187,2021-01-29,2021-02-01,First Class,CUST-2778,Customer 519,Corporate,East,Sample State,Sample City,PROD-Fur-1683,Furniture,Bookcases,Bookcases Product 91,3358.26,3,0.0,-226.94
ORD-81445,2023-08-16,2023-08-21,Same Day,CUST-8819,Customer 465,Corporate,South,Sample State,Sample City,PROD-Off-1715,Office Supplies,Paper,Paper Product 96,3078.92,5,0.0,977.27
ORD-20515,2022-04-22,2022-04-28,Same Day,CUST-5398,Customer 204,Consumer,North,Sample State,Sample City,PROD-Fur-2783,Furniture,Tables,Tables Product 58,4137.75,14,0.0,-792.03
ORD-77966,2021-11-14,2021-11-20,Same Day,CUST-3936,Customer 601,Corporate,East,Sample State,Sample City,PROD-Off-5323,Office Supplies,Paper,Paper Product 89,3897.89,5,0.0,450.01
ORD-44303,2021-09-02,2021-09-05,Second Class,CUST-8048,Customer 139,Home Office,North,Sample State,Sample City,PROD-Fur-2654,Furniture,Bookcases,Bookcases Product 2,4309.57,12,0.1,451.18
ORD-72335,2023-01-18,2023-01-24,Second Class,CUST-1829,Customer 586,Home Office,South,Sample State,Sample City,PROD-Tec-8988,Technology,Phones,Phones Product 43,1776.79,10,0.0,-109.97
